freelunch,name,ell,dbn,black,asian,female,year,hisp,sped,male,white
60,PATHWAYS IN TECHNOLOGY EARLY COLLEGE HIGH       ,1.9,17K122,76,4.8,32.7,2011-2012,16.3,12.5,67.3,2.9
92,PS 138 BROOKLYN                                 ,10,17K138,85.4,1.5,49.9,2011-2012,7.5,10.1,50.1,5
71.9,PS 161 THE CROWN                                ,2.6,17K161,78.2,7.8,52.1,2011-2012,10,10.4,47.9,2.1
98.9,PS 167 THE PARKWAY                              ,5.8,17K167,85.1,0.4,47.7,2011-2012,12.1,12.5,52.3,2.2
74.5,PS 181 BROOKLYN                                 ,8.9,17K181,84.7,0.7,49.2,2011-2012,10.3,11.6,50.8,2.5
77.5,PS 189 LINCOLN TERRACE                          ,22,17K189,75,1.1,51.6,2011-2012,22.7,7.4,48.4,0.5
90.7,PS 191 PAUL ROBESON                             ,2.6,17K191,83.1,0.4,49.3,2011-2012,15.1,15.4,50.7,0.4
89.6,PS 221 TOSSAINT L'OUVERTURE                     ,6.5,17K221,88.6,0.3,48.6,2011-2012,7.8,14.5,51.4,2.2
89.6,PS 241 EMMA L JOHNSTON                          ,11.5,17K241,88.5,0.3,48.5,2011-2012,8.8,10.9,51.5,1.6
75.2,IS 246 WALT WHITMAN                             ,18.1,17K246,86.1,0.5,49.8,2011-2012,12.4,21.2,50.2,0.5
86.8,PS 249 THE CATON                                ,27.4,17K249,46.5,4.8,49.4,2011-2012,45.6,8,50.6,2.5
82.2,PS 289 GEORGE V BROWER                          ,4.3,17K289,79.7,2.1,47.8,2011-2012,15.1,15.3,52.2,2.4
84.5,PS 316 ELIJAH STROUD                            ,6.5,17K316,74.9,2.7,49.8,2011-2012,16.5,16.5,50.2,4.1
79.7,MIDDLE SCHOOL FOR ACADEMIC AND SOCIAL EXCELLENCE,6.6,17K334,86.3,0,47.8,2011-2012,11.9,21.7,52.2,1.3
84.4,IS 340                                          ,0.4,17K340,91.1,1.1,58.7,2011-2012,6.6,7.7,41.3,0.7
92.3,EBBETTS FIELD MIDDLE SCHOOL                     ,24.1,17K352,77,1.4,48.3,2011-2012,19,17.8,51.7,2
82.3,ELIJAH STROUD MIDDLE SCHOOL                     ,5.6,17K353,86.1,0.6,46.7,2011-2012,12.2,20.6,53.3,1.1
88.9,THE SCHOOL OF INTEGRATED LEARNING               ,7.6,17K354,83.3,0,40.5,2011-2012,14.4,26.9,59.5,1.1
85.6,PS 375 JACKIE-ROBINSON SCHOOL                   ,15,17K375,79.1,0.9,48.7,2011-2012,16.9,13.5,51.3,2.9
57,ACADEMY FOR COLLEGE PREPARATION AND CAREER EXPLO,5,17K382,92,0.2,46.2,2011-2012,6.7,10.8,53.8,1.1
85,MS 394K                                         ,3.9,17K394,86.2,3.6,54.4,2011-2012,8.7,9.6,45.6,0.6
95.4,PS 397 FOSTER-LAURIE                            ,7.7,17K397,90.4,2.1,48.9,2011-2012,4.5,7.4,51.1,2.9
98.1,PS 398 WALTER WEAVER                            ,7.3,17K398,81,0.3,46.3,2011-2012,9.2,20.6,53.7,1.4
89.4,PS 399 STANLEY EUGENE CLARK                     ,6.1,17K399,81.2,1.5,48.8,2011-2012,13.3,4.9,51.2,0.9
65.5,ACADEMY OF HOSPITALITY AND TOURISM              ,12.9,17K408,84.3,1.6,50.2,2011-2012,12.9,15.4,49.8,0.9
78.6,RONALD EDMONDS LEARNING CENTER II               ,4.8,17K484,87.9,0,41.2,2011-2012,11.5,20,58.8,0.6
70.3,W.E.B. DUBOIS ACADEMIC HIGH SCHOOL              ,0.5,17K489,93.5,1,54.3,2011-2012,4,11.1,45.7,0.5
80.9,INTERNATIONAL HIGH SCHOOL AT PROSPECT HEIGHTS   ,91,17K524,29.2,28.4,40.9,2011-2012,27.9,1,59.1,14.2
68.7,THE HIGH SCHOOL FOR GLOBAL CITIZENSHIP          ,5.2,17K528,89.2,1.5,49.9,2011-2012,7.3,13.4,50.1,1.5
73.2,THE SCHOOL FOR HUMAN RIGHTS                     ,6.2,17K531,88.9,0.8,48.4,2011-2012,8.3,15,51.6,1.6
68.3,SCHOOL FOR DEMOCRACY AND LEADERSHIP             ,3.7,17K533,89.4,0.5,48,2011-2012,8.4,14.5,52,1.5
60.9,HIGH SCHOOL FOR YOUTH AND COMMUNITY DEVELOPMENT ,9.1,17K537,87.3,1,38.4,2011-2012,9.1,15.8,61.6,1
65.3,HIGH SCHOOL FOR SERVICE & LEARNING AT ERASMUS   ,8.8,17K539,87,2.1,36.7,2011-2012,9,19.2,63.3,1.7
63.3,SCI TECHNOLOGY AND RESEARCH EARLY COLLEGE HIGH  ,0,17K543,83.9,3.1,47,2011-2012,9.4,2.3,53,1.3
69.3,INTERNATIONAL ARTS BUSINESS SCHOOL              ,7.9,17K544,86.9,0.8,52.1,2011-2012,10,17.4,47.9,1.3
70.3,HIGH SCHOOL FOR PUBLIC SERVICE: HEROES OF TOMORR,0.5,17K546,82.5,3.6,75.1,2011-2012,12.2,4.1,24.9,0.7
80.9,BROOKLYN ACADEMY OF SCIENCE AND THE ENVIRONMENT ,6.8,17K547,79.6,4,45.6,2011-2012,14.2,11.9,54.4,1.5
60.5,BROOKLYN SCHOOL FOR MUSIC & THEATRE             ,0.5,17K548,82.8,1,67.2,2011-2012,15.3,12.1,32.8,1
71.7,BROWNSVILLE ACADEMY HIGH SCHOOL                 ,3.1,17K568,84.3,1.3,62.3,2011-2012,9.9,8.5,37.7,1.3
93.2,MIDDLE SCHOOL FOR THE ARTS                      ,5,17K587,90.9,0.6,50.3,2011-2012,7.6,21.9,49.7,0.9
59.1,MIDDLE COLLEGE HIGH SCHOOL AT MEDGAR EVERS COLLE,0,17K590,95.7,0.9,58.2,2011-2012,2.8,0.5,41.8,0
73,CLARA BARTON HIGH SCHOOL                        ,8.3,17K600,91.2,1.8,76.2,2011-2012,5.8,12.7,23.8,0.7
77.9,PAUL ROBESON HIGH SCHOOL                        ,3.4,17K625,87.1,0.9,45.1,2011-2012,9.5,25.5,54.9,1.5
87.7,ACADEMY FOR HEALTH CAREERS                      ,8,17K751,81.2,3.6,72.5,2011-2012,13.8,15.2,27.5,1.4
66.7,P.S. 770 NEW AMERICAN ACADEMY                   ,4.6,17K770,82.4,2.3,41.2,2011-2012,10.7,10.7,58.8,0
65.3,P.S. 66                                         ,1.7,18K066,90.6,0.4,56.3,2011-2012,6.9,8.7,43.7,2.1
69.7,IS 068 ISAAC BILDERSEE                          ,12.1,18K068,91.2,0.9,45.2,2011-2012,5.8,18,54.8,2
68.9,PS 114 RYDER ELEMENTARY                         ,13.1,18K114,85.2,1.2,49.2,2011-2012,9.5,9.2,50.8,4.1
70.9,PS 115 DANIEL MUCATEL SCHOOL                    ,4.9,18K115,87.8,2.5,52.3,2011-2012,5.4,7.1,47.7,3.7
86.1,PS 135 SHELDON A. BROOKNER                      ,3.2,18K135,93.4,0.5,49,2011-2012,4.3,7.6,51,1.5
71.9,PS 208 ELSA EBELING                             ,5.2,18K208,89.6,1.4,52.7,2011-2012,4.7,8.1,47.3,3.4
65.2,IS 211 JOHN WILSON                              ,3.6,18K211,88.7,2,47.6,2011-2012,7.3,17.8,52.4,1.8
80.8,PS 219 KENNEDY-KING                             ,6.5,18K219,92.4,0.1,46.1,2011-2012,6.2,15.7,53.9,0.7
81.9,PS 233 LANGSTON HUGHES                          ,2.6,18K233,96.1,0.3,49.5,2011-2012,2.6,10.9,50.5,0.9
62.2,PS 235 LENOX                                    ,1.2,18K235,95.3,1.2,54.3,2011-2012,2.5,4.2,45.7,0.7
72.6,PS 244 RICHARD R. GREEN                         ,3.1,18K244,96.4,0.2,45.7,2011-2012,2.4,18.6,54.3,0.9
86.6,PS 268 EMMA LAZARUS                             ,5.4,18K268,94.4,0.2,45.5,2011-2012,4.9,10.9,54.5,0.4
87.7,PS 272 CURTIS ESTABROOK                         ,4.5,18K272,79.9,1.7,50.5,2011-2012,14.8,18.7,49.5,1.5
68.2,PS 276 LOUIS MARSHALL                           ,7.3,18K276,93,0.9,45.5,2011-2012,2.3,13.9,54.5,0.9
74.1,PS 279 HERMAN SCHREIBER                         ,3.5,18K279,90.9,2,49.5,2011-2012,5.1,15.2,50.5,1.7
61.4,IS 285 MEYER LEVIN                              ,2.7,18K285,95.4,0.1,50.6,2011-2012,3.3,12.5,49.4,1
75.6,THE SCIENCE AND MEDICINE MIDDLE SCHOOL          ,3.5,18K366,91.8,0.4,56.3,2011-2012,7,18.4,43.8,0
76.5,ITAVA- IT TAKES A VILLAGE ACADEMY               ,30.4,18K563,92.9,1.8,51,2011-2012,4.5,11.5,49,0.5
60.5,BROOKLYN GENERATION SCHOOL                      ,5.7,18K566,88.8,1.5,39,2011-2012,8.5,19.6,61,0.9
67.8,BROOKLYN THEATRE ARTS HIGH SCHOOL               ,5,18K567,84.3,0.5,63.9,2011-2012,12.8,18.6,36.1,2.1
62.6,KURT HAHN EXPEDITIONARY LEARNING SCHOOL         ,9.5,18K569,88.1,0,35.7,2011-2012,8.8,20.1,64.3,1.7
64.1,VICTORY COLLEGIATE HIGH SCHOOL                  ,5.2,18K576,93.5,0.3,51.1,2011-2012,5.8,16.6,48.9,0
65,BROOKLYN BRIDGE ACADEMY                         ,2.8,18K578,88,0.9,41.5,2011-2012,9.2,11.1,58.5,0.9
65.3,EAST FLATBUSH COMMUNITY RESEARCH SCHOOL         ,7.4,18K581,94,0.4,42.9,2011-2012,4.3,20.2,57.1,1.4
80.2,MIDDLE SCHOOL FOR ART AND PHILOSOPHY            ,2.9,18K588,87.2,0.5,50.7,2011-2012,10.7,19.7,49.3,0.5
54.4,ARTS & MEDIA PREPARATORY ACADEMY                ,3.4,18K589,89.4,0.7,52.6,2011-2012,9.6,17.4,47.4,0
63.8,MIDDLE SCHOOL OF MARKETING AND LEGAL STUDIES    ,4.5,18K598,95,0.3,50.7,2011-2012,3.6,18.8,49.3,0.8
61.3,HIGH SCHOOL FOR INNOVATION IN ADVERTISING AND ME,8.1,18K617,85.8,1.3,33.5,2011-2012,10.6,18.1,66.5,1.3
71.6,CULTURAL ACADEMY FOR THE ARTS AND SCIENCES      ,7.7,18K629,86.6,1.3,48.5,2011-2012,11.4,18.4,51.5,0.7
75.2,HIGH SCHOOL FOR MEDICAL PROFESSIONS             ,3.3,18K633,85,1.7,78.5,2011-2012,12.4,10.4,21.5,0.2
51.1,OLYMPUS ACADEMY                                 ,1.5,18K635,86.2,1,49.8,2011-2012,11.3,9.4,50.2,1
54.5,ACADEMY FOR CONSERVATION AND THE ENVIRONMENT    ,6.9,18K637,83.9,2.2,45.3,2011-2012,12,16.8,54.7,1.5
76.4,URBAN ACTION ACADEMY                            ,11.1,18K642,82.3,2.3,37.4,2011-2012,10.5,12.5,62.6,3.9
56.7,EAST BROOKLYN COMMUNITY HIGH SCHOOL             ,0.5,18K673,88.7,1,47.8,2011-2012,9.4,8.9,52.2,0.5
87.4,PS 007 ABRAHAM LINCOLN                          ,15.7,19K007,15.9,4,49.3,2011-2012,78.2,9.8,50.7,0.9
90.7,PS 013 ROBERTO CLEMENTE                         ,7.9,19K013,71.7,0.6,51.4,2011-2012,25.2,7.8,48.6,1.9
85,THE LITTLE RED SCHOOL HOUSE                     ,22.5,19K065,17.2,4.4,48.7,2011-2012,74.9,8.6,51.3,1
84.8,PS 089 CYPRESS HILLS                            ,49.9,19K089,1.9,1.3,51.2,2011-2012,94.2,13,48.8,0
88.2,PS 108 SAL ABBRACCIAMENTO                       ,16.4,19K108,21,7.4,50,2011-2012,69.3,10.4,50,1
94.3,PS 149 DANNY KAYE                               ,7.6,19K149,67.1,1.6,53.2,2011-2012,30.1,11.8,46.8,0.7
86.8,PS 158 WARWICK                                  ,6.1,19K158,57.6,1.2,49.4,2011-2012,39.8,19.7,50.6,0.5
77.3,PS 159 ISAAC PITKIN                             ,17.4,19K159,44,30.3,47.1,2011-2012,22.6,7.6,52.9,1.4
73.8,JHS 166 GEORGE GERSHWIN                         ,5.4,19K166,76.6,0.9,41.1,2011-2012,21.3,28.5,58.9,0.4
88.7,I S 171 ABRAHAM LINCOLN                         ,23.1,19K171,14.9,8.7,50.2,2011-2012,73.9,10.4,49.8,1.3
80.3,PS 174 DUMONT                                   ,7.4,19K174,67.9,1.1,49,2011-2012,30,18.2,51,0.4
91.1,PS 190 SHEFFIELD                                ,3.5,19K190,77.5,0.4,52.8,2011-2012,20.8,13,47.2,1.3
85.3,PS 202 ERNEST S JENKYNS                         ,5.4,19K202,67.3,0.2,50.3,2011-2012,31.7,10.5,49.7,0.2
91.5,PS 213 NEW LOTS                                 ,4.8,19K213,83,0.2,47,2011-2012,14.7,16.1,53,1.2
84.1,PS 214 MICHAEL FRIEDSAM                         ,18.5,19K214,19.7,43.4,50.1,2011-2012,34,8,49.9,0.9
86.3,JHS 218 JAMES P SINNOTT                         ,14.2,19K218,42,19.6,46.7,2011-2012,35.7,20.4,53.3,2.4
83.7,PS 224 HALE A WOODRUFF                          ,4.8,19K224,73.8,1.2,49.5,2011-2012,24.1,13.2,50.5,0.8
83.1,PS 260 BREUCKELEN                               ,1.9,19K260,77.9,0,47.1,2011-2012,20.2,13.5,52.9,1
72.4,PS 273 WORTMAN                                  ,2.5,19K273,80,1,51.5,2011-2012,17.6,15.1,48.5,0.5
89.9,PS 290 JUAN MOREL CAMPOS                        ,22.4,19K290,25.4,3.8,48.1,2011-2012,69.2,7.6,51.9,1
73.7,JHS 292 MARGARET S DOUGLAS                      ,6.9,19K292,62.8,5.2,51.1,2011-2012,30.1,14.7,48.9,1.1
76,JHS 302 RAFAEL CORDERO                          ,18.7,19K302,32.6,5.7,46.8,2011-2012,59.6,14.5,53.2,1.1
80.8,PS 306 ETHAN ALLEN                              ,2.8,19K306,72.9,0.1,48.8,2011-2012,24.3,19.6,51.2,0.6
90,ESSENCE SCHOOL                                  ,6.6,19K311,75.3,0.5,57.7,2011-2012,23.6,16.5,42.3,0.5
60,THE FRESH CREEK SCHOOL                          ,5.3,19K325,75.8,0,50,2011-2012,23.5,9.8,50,0.8
97.8,PS 328 PHYLLIS WHEATLEY                         ,12.7,19K328,56.4,1.8,48.3,2011-2012,40.7,12.5,51.7,0.6
93.1,PS 345 PATROLMAN ROBERT BOLDEN                  ,11.2,19K345,47,4.1,50.3,2011-2012,48.2,8.9,49.7,0.6
67.7,PS 346 ABE STARK                                ,2.1,19K346,67.3,1.7,50.4,2011-2012,26.5,11,49.6,4.2
61.3,I S 364 GATEWAY                                 ,0.8,19K364,73.7,1,49,2011-2012,21.9,13.8,51,2.6
72.2,EAST NEW YORK FAMILY ACADEMY                    ,0.5,19K409,67.2,0.5,56.8,2011-2012,30.3,2.1,43.2,1.4
64.3,FRANKLIN K LANE HIGH SCHOOL                     ,38.4,19K420,11.6,4.5,48.2,2011-2012,82.1,12.5,51.8,1.8
78.8,FREDERICK DOUGLASS ACADEMY VIII MIDDLE SCHOOL   ,1.1,19K452,71.2,7.4,56.1,2011-2012,19.9,5.5,43.9,0.4
70.9,FDNY HIGH SCHOOL FOR FIRE AND LIFE SAFETY       ,5,19K502,73.8,1,18.9,2011-2012,23.4,21,81.1,1.6
60.5,HIGH SCHOOL FOR CIVIL RIGHTS                    ,9.7,19K504,74.3,2,45.6,2011-2012,22.2,16.2,54.4,1
76,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL      ,4.9,19K507,81.5,0.7,48.6,2011-2012,17.4,19.6,51.4,0
72.6,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH HIGH SC,4.2,19K510,81.1,2.1,63.2,2011-2012,14.2,14.7,36.8,1.3
73.4,MULTICULTURAL HIGH SCHOOL                       ,94.6,19K583,0.2,0,50.2,2011-2012,99.8,1,49.8,0
62.3,TRANSIT TECH CAREER AND TECHNICAL EDUCATION HIGH,2.4,19K615,70.5,4.4,15.9,2011-2012,23.2,14.2,84.1,1.5
75.8,ACADEMY OF INNOVATIVE TECHNOLOGY                ,12.1,19K618,38.4,7.4,29.7,2011-2012,50.2,19.3,70.3,3
76,BROOKLYN LAB SCHOOL                             ,15.4,19K639,30.7,1.5,41.6,2011-2012,65,19.4,58.4,1.3
67.1,CYPRESS HILLS COLLEGIATE PREPARATORY SCHOOL     ,16.2,19K659,16.9,8.2,52.2,2011-2012,73.2,11.7,47.8,1.4
73.3,W. H. MAXWELL CAREER AND TECHNICAL EDUCATION HIG,5.3,19K660,71.9,0.5,70.2,2011-2012,25.4,26.6,29.8,0.7
85.1,EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE   ,4.3,19K677,66.7,2.3,53.4,2011-2012,28.8,11.2,46.6,1.5
89.7,EAST NEW YORK MIDDLE SCHOOL OF EXCELLENCE       ,1.4,19K678,63.1,3.7,54.7,2011-2012,32.2,26.2,45.3,0.9
81.9,THE SCHOOL FOR CLASSICS: AN ACADEMY OF THINKERS ,9,19K683,54.3,10,62.4,2011-2012,34.7,17.7,37.6,0.6
62.5,IS 30 MARY WHITE OVINGTON                       ,15.4,20K030,2.5,18.4,52,2011-2012,26.3,10.6,48,52.5
77.5,PS 048 MAPELTON                                 ,19,20K048,0.8,55.5,48.7,2011-2012,20.6,12.2,51.3,22.2
84,JHS 062 THE DITMAS                              ,25.6,20K062,29.2,29.8,46.1,2011-2012,31.9,16.8,53.9,8.4
84.7,PS 69                                           ,54.7,20K069,0.7,76.8,45.2,2011-2012,12,6.9,54.8,10.3
60.4,PS 102 THE BAYVIEW                              ,13.5,20K102,0.9,13.2,47.8,2011-2012,25.6,16,52.2,60
48.7,PS 104 THE FORT HAMILTON                        ,9.4,20K104,4,17.2,46.3,2011-2012,27.2,9.3,53.7,50.9
80.1,PS 105 THE BLYTHEBOURNE                         ,58.5,20K105,0.2,91.9,48.2,2011-2012,4.4,5.5,51.8,3.4
65.9,PS 112 LEFFERTS PARK                            ,17.9,20K112,1.2,44.7,47.8,2011-2012,26.5,13.2,52.2,27.3
72.4,PS 127 MCKINLEY PARK                            ,16.6,20K127,1,13,48.2,2011-2012,22.2,18.4,51.8,63.3
84.5,PS 160 WILLIAM T. SAMPSON                       ,62,20K160,1.1,73.3,45.4,2011-2012,17.7,5.6,54.6,7.9
67.9,PS 163 BATH BEACH                               ,25.4,20K163,1.4,30.8,44.1,2011-2012,29.8,16.6,55.9,37.1
86.6,PS 164 CAESAR RODNEY                            ,19.5,20K164,1.6,25.8,51.1,2011-2012,57.5,19.5,48.9,14.3
75,PS 170 LEXINGTON                                ,36.8,20K170,1.4,37.2,48.1,2011-2012,21.3,10,51.9,39.6
70,PS 176 OVINGTON                                 ,18.7,20K176,0.2,56,49,2011-2012,17.1,10.6,51,26.5
84.3,PS 179 KENSINGTON                               ,41.4,20K179,4.3,45.1,47.2,2011-2012,31.4,11.7,52.8,18.5
63.1,PS 180 HOMEWOOD                                 ,17.3,20K180,1.2,36.5,46,2011-2012,19.8,13.4,54,41.3
39,PS 185 WALTER KASSENBROCK                       ,10.8,20K185,0,7.9,45.1,2011-2012,14.6,9.7,54.9,77.5
63.6,PS 186 DR. IRVING A GLADSTONE                   ,23.1,20K186,0.2,39.3,49.1,2011-2012,26.2,11.3,50.9,34.3
52,I S 187                                         ,1.8,20K187,0.5,69.8,52.2,2011-2012,3,3.1,47.8,26.7
79,PS 192 BROOKLYN                                 ,30.1,20K192,4.3,16.1,48.8,2011-2012,49,19.4,51.2,30.1
64.9,PS 200 BENSON SCHOOL                            ,17.3,20K200,1.8,32.4,48.4,2011-2012,19.2,7.2,51.6,46.1
67.5,JHS 201 THE DYKER HEIGHTS                       ,10.1,20K201,0.9,46.7,45.2,2011-2012,15.8,11.2,54.8,36.6
58.5,PS 204 VINCE LOMBARDI                           ,7.3,20K204,0.6,41.9,49.6,2011-2012,15.8,11.3,50.4,41.4
76.9,PS 205 CLARION                                  ,31.1,20K205,1.1,44.6,47.3,2011-2012,24.3,18.6,52.7,29.7
87.8,JHS 220 JOHN J PERSHING                         ,43.3,20K220,1.8,50.9,47,2011-2012,41.1,12,53,6.1
79.6,JHS 223 THE MONTAUK                             ,37,20K223,10.6,40.7,47.5,2011-2012,33.5,14.9,52.5,14.9
86.7,JHS 227 EDWARD B SHALLOW                        ,34.2,20K227,0.8,57.4,47.6,2011-2012,26.3,15.6,52.4,15.4
43.2,PS 229 DYKER                                    ,8.2,20K229,0.8,44.2,47,2011-2012,11.3,10.3,53,43.1
68.7,PS 247 BROOKLYN                                 ,21.8,20K247,1.1,47.6,55.1,2011-2012,12.4,10.8,44.9,39
81.9,JHS 259 WILLIAM MCKINLEY                        ,21.4,20K259,2,43.7,46.3,2011-2012,27.2,11.3,53.7,27
51.4,P.S. 264 BAY RIDGE ELEMENTARY SCHOOL FOR THE ART,26.6,20K264,2.9,17.3,46.8,2011-2012,33.8,16.5,53.2,45.3
94.6,P.S. 310                                        ,57.1,20K310,0.6,75.3,40.6,2011-2012,15.3,12.4,59.4,8.2
59,NEW UTRECHT HIGH SCHOOL                         ,23,20K445,5.5,35.9,40.7,2011-2012,28,15.6,59.3,30.5
67.3,HIGH SCHOOL OF TELECOMMUNICATION ARTS AND TECHNO,4.9,20K485,9.5,19.2,46.5,2011-2012,54.1,19.4,53.5,16.8
45.9,FORT HAMILTON HIGH SCHOOL                       ,21.2,20K490,5,30.3,46.6,2011-2012,30.2,12.8,53.4,34.2
93,NEW SCHOOL @ K314                               ,54.2,20K503,1,17.5,47.4,2011-2012,78.2,17.3,52.6,3.1
74.3,FRANKLIN DELANO ROOSEVELT HIGH SCHOOL           ,39.4,20K505,9.4,44.2,41.6,2011-2012,27.3,10.8,58.4,18.6
86.9,NEW SCHOOL #2 @ K314                            ,27.2,20K506,0.9,22,47.8,2011-2012,72.9,12.7,52.2,3.7
82.7,URBAN ASSEMBLY SCHOOL FOR CRIMINAL JUSTICE      ,15.5,20K609,33.7,35,100,2011-2012,21.9,17.1,0,9.1
44.3,THE ACADEMY OF TALENTED SCHOLARS                ,14.5,20K682,2.6,20.1,46.6,2011-2012,10.3,11.1,53.4,66.7
14.8,THE BROOKLYN SCHOOL OF INQUIRY                  ,5.1,20K686,7.8,11.8,54.1,2011-2012,4.3,2.4,45.9,76.1
46.3,P.S. 748 BROOKLYN SCHOOL FOR GLOBAL SCHOLARS    ,5.7,20K748,0.4,43.5,50,2011-2012,14.2,10.2,50,40.2
84.8,P.S. 971                                        ,59.4,20K971,0.6,58.1,43.1,2011-2012,35.6,9.4,56.9,5.6
78.6,PS 90 EDNA COHEN SCHOOL                         ,18,21K090,15,7.2,54.4,2011-2012,58.6,15.3,45.6,18.7
63.8,PS 095 THE GRAVESEND                            ,19.1,21K095,7.9,21.3,49.3,2011-2012,32.2,16.2,50.7,34.1
68.1,IS 096 SETH LOW                                 ,18.3,21K096,13.2,32.8,46.1,2011-2012,29.5,18.4,53.9,24.1
57.6,PS 097 THE HIGHLAWN                             ,21,21K097,0.9,51.3,52.4,2011-2012,18.3,13.8,47.6,29.1
32.1,IS 98 BAY ACADEMY                               ,1,21K098,6.4,30.6,53.6,2011-2012,9,4,46.4,53.2
76.2,PS 099 ISAAC ASIMOV                             ,22.5,21K099,12.5,38.6,50.5,2011-2012,20.3,18.8,49.5,28.4
43.3,PS 100 THE CONEY ISLAND                         ,13.5,21K100,5.4,2.9,51.5,2011-2012,7.8,11.2,48.5,83.2
63.9,PS 101 THE VERRAZANO                            ,15.5,21K101,0.7,55.9,46,2011-2012,15.5,12.9,54,27.9
75,PS 121 NELSON A ROCKEFELLER                     ,13.2,21K121,2.5,16.3,53,2011-2012,41.4,17.6,47,39.8
73.4,PS 128 BENSONHURST                              ,25.3,21K128,0.5,28.7,48,2011-2012,22.2,11,52,47.3
75,PS 153 HOMECREST                                ,23.9,21K153,3.3,35.1,51.2,2011-2012,25.2,12.2,48.8,33.5
71.8,PS 177 THE MARLBORO                             ,30.5,21K177,0.8,29.3,50.8,2011-2012,28.7,12.1,49.2,40.8
82.4,PS 188 MICHAEL E BERDY                          ,4.2,21K188,46.1,7,52.7,2011-2012,36.1,17.3,47.3,10.3
69.6,PS 199 FREDERICK WACHTEL                        ,29.9,21K199,2.6,30.5,45.7,2011-2012,20,17,54.3,46.7
63.7,PS 209 MARGARET MEAD                            ,22.6,21K209,3.7,29.5,52.1,2011-2012,22.3,15.4,47.9,44
72,PS 212 LADY DEBORAH MOODY                       ,20.2,21K212,20.6,28.7,47.7,2011-2012,25,17.1,52.3,24.8
53.3,PS 215 MORRIS H WEISS                           ,8.8,21K215,3.6,21.5,53.3,2011-2012,25.7,9.2,46.7,47.7
63.7,PS 216 ARTURO TOSCANINI                         ,13.2,21K216,5.3,22.6,48.8,2011-2012,17.1,13.6,51.2,54.9
66.5,PS 225 THE EILEEN E ZAGLIN                      ,38.2,21K225,2.1,17.1,46.4,2011-2012,38,18.7,53.6,41.5
78.7,PS 226 ALFRED DE B.MASON                        ,23.6,21K226,2.3,27.5,44.8,2011-2012,29,19.2,55.2,40.9
72.2,IS 228 DAVID A BOODY                            ,17.9,21K228,9.7,32.5,43.3,2011-2012,28.4,16.1,56.7,29.2
80.4,PS 238 ANNE SULLIVAN                            ,24,21K238,5.3,19.3,48.6,2011-2012,50.8,23.9,51.4,24.5
32.2,IS 239 MARK TWAIN                               ,0.6,21K239,10.3,32,53.8,2011-2012,6.2,3.1,46.2,51.4
86.1,PS 253 OCEAN VIEW                               ,26.7,21K253,0.9,38.4,51.3,2011-2012,45,11.8,48.7,14.8
72,IS 281 JOSEPH B CAVALLARO                       ,17.7,21K281,8.4,39.1,48,2011-2012,22.9,15.6,52,29.4
86.8,PS 288 THE SHIRLEY TANYHILL                     ,5.4,21K288,52.1,2.9,51.6,2011-2012,39.1,16.9,48.4,5.4
64.1,IS 303 HERBERT S. EISENBERG                     ,11.5,21K303,13.6,20.1,52.3,2011-2012,32.6,16.2,47.7,33.2
83.9,PS 329 SURFSIDE                                 ,2.9,21K329,63.1,3.7,50.6,2011-2012,25.5,21,49.4,7.5
73.8,INTERNATIONAL HIGH SCHOOL AT LAFAYETTE          ,89.2,21K337,14,42,41.1,2011-2012,21,0.3,58.9,22.7
70.4,RACHEL CARSON HIGH SCHOOL FOR COASTAL STUDIES   ,11,21K344,24.1,12.3,46.4,2011-2012,25.8,16,53.6,37.6
69.2,HIGH SCHOOL OF SPORTS MANAGEMENT                ,2.4,21K348,68.4,2.7,11.1,2011-2012,23,14.6,88.9,5.9
53.3,ABRAHAM LINCOLN HIGH SCHOOL                     ,16.7,21K410,35.1,19.3,43.6,2011-2012,20.1,11.5,56.4,25.1
70,KINGSBOROUGH EARLY COLLEGE SCHOOL               ,2.8,21K468,25,7.2,42.2,2011-2012,22.7,15.7,57.8,44.7
28.5,EDWARD R. MURROW HIGH SCHOOL                    ,9.1,21K525,24.1,27.1,57.6,2011-2012,17.6,14.1,42.4,30.8
58.7,JOHN DEWEY HIGH SCHOOL                          ,19.6,21K540,30.6,39.1,48.5,2011-2012,19.1,8.7,51.5,10.8
72,LIFE ACADEMY HIGH SCHOOL FOR FILM AND MUSIC     ,4.8,21K559,44.6,4.8,49,2011-2012,29.9,20.3,51,20.3
64.4,EXPEDITIONARY LEARNING SCHOOL FOR COMMUNITY LEAD,21.7,21K572,19.5,19.5,48.7,2011-2012,41.2,16.4,51.3,19.5
74.3,WILLIAM E. GRADY CAREER AND TECHNICAL EDUCATION ,3.1,21K620,74.9,3.2,22,2011-2012,14,22.7,78,6.9
49.9,BROOKLYN STUDIO SECONDARY SCHOOL                ,8.4,21K690,7.2,12.8,49.9,2011-2012,23.1,18.7,50.1,56.5
82.3,LIBERATION DIPLOMA PLUS                         ,1.6,21K728,44,2.6,58.1,2011-2012,37.7,6.3,41.9,15.2
