dbn,name,year,freelunch,ell,sped,asian,black,hisp,white,male,female
09X414,JONATHAN LEVIN HIGH SCHOOL FOR MEDIA AND COMMUNI,2011-2012,77.7,38.5,20.9,0.5,22.3,75.4,1.6,53.4,46.6
09X443,THE FAMILY SCHOOL                               ,2011-2012,93.9,46.1,14.9,5.1,29.1,64.1,1.5,47.6,52.4
09X449,GRANT AVENUE ELEMENTARY SCHOOL                  ,2011-2012,83.7,24.2,15.4,0.7,41.3,56,0.7,48,52
09X454,SCIENCE AND TECHNOLOGY ACADEMY: A MOTT HALL SCHO,2011-2012,80.6,23.3,20.2,1.6,27,70.4,0.5,57.6,42.4
09X457,SHERIDAN ACADEMY FOR YOUNG LEADERS              ,2011-2012,87.6,29,14.1,3.2,40.3,54,0.4,49,51
09X505,BRONX SCHOOL FOR LAW GOVERNMENT AND JUSTICE     ,2011-2012,66.2,6.6,14,2,30.4,66.2,1,45.9,54.1
09X517,FREDERICK DOUGLASS ACADEMY III SECONDARY SCHOOL ,2011-2012,79.7,6.4,17.7,1.1,56.2,41.4,0.4,51.5,48.5
09X525,BRONX LEADERSHIP ACADEMY HIGH SCHOOL            ,2011-2012,76.9,9.6,20.3,0.7,41.1,57,0,43.3,56.7
09X543,HIGH SCHOOL FOR VIOLIN AND DANCE                ,2011-2012,84.3,8.7,22.3,0.3,36.8,62.5,0,14.6,85.4
10X003,PS 3 RAUL JULIA MICRO SOCIETY                   ,2011-2012,80.1,12.8,21.2,2,30.9,65.7,1.5,49.4,50.6
10X007,PS 007 KINGSBRIDGE                              ,2011-2012,79.3,25,13.9,7.4,9.3,73.4,8.8,46,54
10X008,PS 008 ISSAC VARIAN                             ,2011-2012,83.2,29.5,15.6,6.4,10.9,72.8,9.3,50.7,49.3
10X009,RYER AVENUE ELEMENTARY SCHOOL                   ,2011-2012,88.3,32.4,16.8,1.2,18.3,79.3,0.3,52.2,47.8
10X015,PS 015 INST FOR ENVIRO. LRNG.                   ,2011-2012,85.5,8.5,9.3,1.5,14,84.4,0.2,47.8,52.2
10X020,PS 20 P.O.GEORGE J. WERDAN III                  ,2011-2012,88.4,25.5,15.7,14.4,7.8,70.5,5.6,51.8,48.2
10X023,PS 023 THE NEW CHILDREN'S SCHOOL                ,2011-2012,84.9,19,36.5,0.6,36.2,61.3,1.7,59.6,40.4
10X024,PS 024 SPUYTEN DUYVIL                           ,2011-2012,22.9,4.1,12.5,9.9,9.3,35.7,44.3,50.7,49.3
10X032,PS 032 BELMONT                                  ,2011-2012,90.5,13,23.7,0.4,23.2,73.8,1.7,49.3,50.7
10X033,PS 033 TIMOTHY DWIGHT                           ,2011-2012,90.3,33,12.3,2.2,11.2,84.4,1.3,50.5,49.5
10X037,PS 037 MULTIPLE INTELLIGENCE S                  ,2011-2012,78.7,12.5,19,1,22.5,74.3,2.1,51.9,48.1
10X045,JHS 045 THOMAS C. GIORDANO                      ,2011-2012,89.3,18,17.8,1.6,13,80.9,4.3,51.8,48.2
10X046,PS 046 EDGAR ALLAN POE                          ,2011-2012,87.5,39.2,18,2.7,20.1,76.1,1,51,49
10X051,PS 051 BRONX NEW SCHOOL                         ,2011-2012,73.3,2.7,14.7,3.1,43.6,52,1.3,48.4,51.6
10X054,PS/IS 54                                        ,2011-2012,91.1,27.4,21.2,2.2,28,68.1,1.4,48.2,51.8
10X056,PS 056 NORWOOD HEIGHTS                          ,2011-2012,81.3,17,10.5,23.6,9.6,58.5,7.8,48.4,51.6
10X059,PS 059 THE COMM SCHOOL OF TEC                   ,2011-2012,90.4,17.9,19.1,0.5,29,69.4,0.5,49.9,50.1
10X080,JHS 080 THE MOSHOLU PARKWAY                     ,2011-2012,83.7,32.6,21.5,11.1,13.6,67.9,6.5,56,44
10X081,PS 081 ROBERT J. CHRISTEN                       ,2011-2012,41.5,11.5,14.5,12.1,10.4,46,29.4,52.4,47.6
10X085,PS 085 GREAT EXPECTATIONS                       ,2011-2012,96.2,26,21.5,1,27.6,70.1,0.9,51.5,48.5
10X086,PS 086 KINGSBRIDGE HEIGHTS                      ,2011-2012,82.4,29.1,16.3,3.8,11.6,82.6,2,49.4,50.6
10X091,PS 091 BRONX                                    ,2011-2012,88.7,35,17.2,5,19.4,72.7,2,53.1,46.9
10X094,PS 094 KINGS COLLEGE SCHOOL                     ,2011-2012,87.5,30.2,13,12.3,19.8,63,1.8,50.4,49.6
10X095,PS 095 SHEILA MENCHER                           ,2011-2012,69.3,18.7,15.9,8.3,18.9,69.4,3.1,52,48
10X118,JHS 118 WILLIAM W NILES                         ,2011-2012,83.3,11.3,13.2,11.1,25,60.7,2.6,47.5,52.5
10X141,RIVERDALE/KINGSBRIDGE ACADEMY (MS/HS 141)       ,2011-2012,39.7,6.7,15.2,8.8,13,53,24.9,51.8,48.2
10X159,PS 159 LUIS MUNOZ MARIN BILING                  ,2011-2012,89.6,55.1,21.5,0,5.4,91.7,0,54.6,45.4
10X205,PS 205 FIORELLO LAGUARDIA                       ,2011-2012,92.1,21.2,13.1,1.1,16.1,76.1,6.5,50.6,49.4
10X206,IS 206 ANN MERSEREAU                            ,2011-2012,90.7,31.5,18.2,2.6,16.2,80.5,0.8,51.5,48.5
10X207,PS 207                                          ,2011-2012,78.4,41.4,9.3,2.5,7.4,83.6,4.7,50.2,49.8
10X209,PS 209                                          ,2011-2012,94.5,18.3,16,0.4,18.3,80.6,0,52.2,47.8
10X213,BRONX ENGINEERING AND TECHNOLOGY ACADEMY        ,2011-2012,79.8,15.5,21.4,5.2,29.5,64.2,0.9,82.7,17.3
10X225,THEATRE ARTS PRODUCTION COMPANY SCHOOL          ,2011-2012,67.4,4.4,18.9,1.1,27.3,69.7,1.1,30.9,69.1
10X226,PS 226                                          ,2011-2012,95.3,28.5,15,0.8,22.5,75.5,1.2,50.7,49.3
10X228,JONAS BRONCK ACADEMY                            ,2011-2012,72.8,6.4,19.9,4,21.1,69.3,4.4,42.6,57.4
10X237,THE MARIE CURIE SCHOOL FOR MEDICINE             ,2011-2012,71.5,6.7,15.6,1.5,35.6,57.4,3.3,16.5,83.5
10X243,WEST BRONX ACADEMY FOR THE FUTURE               ,2011-2012,86.3,13.2,19.5,3.5,24.7,69.5,1.3,57.9,42.1
10X244,THE NEW SCHOOL FOR LEADERSHIP AND JOURNALISM    ,2011-2012,89.2,25.6,21.9,2.9,13.4,82,1.7,53.2,46.8
10X246,PS 246 POE CENTER                               ,2011-2012,98.1,30.1,14.5,3.2,11.1,83.8,0.6,55.1,44.9
10X254,I.S. 254                                        ,2011-2012,85.2,29.7,20.9,1.9,20.2,76.7,1,54.4,45.6
10X268,KINGSBRIDGE INTERNATIONAL HIGH SCHOOL           ,2011-2012,95.1,88.7,0.4,6.8,5.4,84.7,3,52.3,47.7
10X279,PS 279 CAPT MANUEL RIVERA JR.                   ,2011-2012,88,32.5,17.8,3.6,15.2,79.9,0.2,52.7,47.3
10X280,PS 280 MOSHOLU PARKWAY                          ,2011-2012,85.5,17.1,15.4,12,11.4,69.8,6.4,50.1,49.9
10X284,BRONX SCHOOL OF LAW AND FINANCE                 ,2011-2012,74.2,7.1,15.2,0.7,31.5,65.2,2.6,56.6,43.4
10X291,PS 291                                          ,2011-2012,100,34,13.7,0.5,10.5,88,0.7,54,46
10X306,PS 306                                          ,2011-2012,74.9,21.9,20.4,0.8,29.8,68.6,0.8,54,46
10X307,EAMES PLACE (P.S.307)                           ,2011-2012,81.6,26.1,9.7,6.3,10.3,81.1,2,47.9,52.1
10X308,BRONX DANCE ACADEMY SCHOOL                      ,2011-2012,77.9,9.1,23.6,2.3,30,65.8,1.1,20.5,79.5
10X310,PS 310 MARBLE HILL                              ,2011-2012,88.6,23,14.4,3.1,10.4,82.8,3.2,50.9,49.1
10X315,PS 315 LAB SCHOOL                               ,2011-2012,88,15.9,12.8,0,16.3,80.6,0.9,48.9,51.1
10X319,PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HI,2011-2012,81.8,5.2,16.4,0,37.6,61.5,0.5,40.4,59.6
10X331,THE BRONX SCHOOL OF SCIENCE INQUIRY AND INVESTIG,2011-2012,89.6,22.3,26.1,0.8,26.6,72,0.5,52.7,47.3
10X340,PS 340                                          ,2011-2012,83.4,24,13.6,5.1,8.6,83.4,2.5,48.8,51.2
10X342,INTERNATIONAL SCHOOL OF LIBERAL ARTS            ,2011-2012,78.3,79.9,4.6,0.2,0,99.8,0,49,51
10X344,AMPARK NEIGHBORHOOD PROGRAM                     ,2011-2012,27.8,4.1,10,8.6,11.2,57.6,21.6,48,52
10X360,PS 360                                          ,2011-2012,87.5,17.6,14.9,1.4,11.9,82.8,3.4,53.5,46.5
10X363,ACADEMY FOR PERSONAL LEADERSHIP AND EXCELLENCE  ,2011-2012,65,40.5,22.4,2.7,15,81.6,0.7,55.1,44.9
10X368,IN-TECH ACADEMY (MS/HS 368)                     ,2011-2012,77.9,12.1,14.3,4,11.9,81.9,2,48.9,51.1
10X374,KNOWLEDGE AND POWER PREPARATORY ACADEMY INTERNAT,2011-2012,75.3,9.3,11.1,0.9,35.2,59.9,3.1,47.2,52.8
10X382,ELEMENTARY SCHOOL FOR MATH SCIENCE AND TECH     ,2011-2012,90.2,28.1,12.8,0,28.4,70.8,0.8,50.9,49.1
10X386,SCHOOL FOR ENVIRONMENTAL CITIZENSHIP            ,2011-2012,94.3,23.6,10.4,0.4,19.2,79.2,0.8,46.9,53.1
10X390,MS 390                                          ,2011-2012,90.1,33,18.4,0.2,17.2,82.6,0,50.5,49.5
10X391,MS 391                                          ,2011-2012,81.9,33.6,24.6,1.4,22.9,75.4,0.2,56,44
10X396,PS 396                                          ,2011-2012,81.3,21.3,17.5,0.3,19.9,75.4,3.2,53.2,46.8
10X397,ENGLISH LANGUAGE LEARNERS AND INTERNATIONAL SUPP,2011-2012,92.8,80.4,0,7,16.5,72.5,1.9,55.7,44.3
10X433,HIGH SCHOOL FOR TEACHING AND THE PROFESSIONS    ,2011-2012,88.1,17.8,20.1,2.5,25.2,70.4,1.9,42.3,57.7
10X434,BELMONT PREPARATORY HIGH SCHOOL                 ,2011-2012,76.8,11.3,15.7,3.2,29,65.6,1.7,47.2,52.8
10X437,FORDHAM HIGH SCHOOL FOR THE ARTS                ,2011-2012,78.3,12.4,22.5,1.6,35.7,61.5,1.3,43.2,56.8
10X438,FORDHAM LEADERSHIP ACADEMY FOR BUSINESS AND TECH,2011-2012,78.9,16.6,20.6,2.7,27.7,67.8,1.3,63.4,36.6
10X439,BRONX HIGH SCHOOL FOR LAW AND COMMUNITY SERVICE ,2011-2012,80.2,13.4,20.8,2.3,30.8,64.6,0.9,44.4,55.6
10X440,DEWITT CLINTON HIGH SCHOOL                      ,2011-2012,74.8,19,14.9,6.7,30.8,59.6,2.1,51.1,48.9
10X442,THE CELIA CRUZ BRONX HIGH SCHOOL OF MUSIC       ,2011-2012,74.7,3.5,7.8,0.5,27.2,69.5,2.4,40.7,59.3
10X445,BRONX HIGH SCHOOL OF SCIENCE                    ,2011-2012,34.2,0.1,0.1,63.5,3.5,7.2,25.4,57.8,42.2
10X447,CRESTON ACADEMY                                 ,2011-2012,74.7,26.7,18.3,0.7,14.9,83.7,0.5,55.3,44.7
10X459,EAST FORDHAM ACADEMY FOR THE ARTS               ,2011-2012,73.3,29,19.9,3,13.6,81.9,1.5,50.8,49.2
10X475,JOHN F. KENNEDY HIGH SCHOOL                     ,2011-2012,77.8,23.8,20.8,0.7,35.1,62.7,1.4,68.3,31.7
10X477,MARBLE HILL HIGH SCHOOL FOR INTERNATIONAL STUDIE,2011-2012,83.9,32.2,6.8,11,23,57.9,7.5,46.7,53.3
10X524,CROTONA INTERNATIONAL HIGH SCHOOL               ,2011-2012,60,97.6,0,2.4,12.9,80,4.7,50.6,49.4
10X546,BRONX THEATRE HIGH SCHOOL                       ,2011-2012,73.7,9.4,15.1,0.4,28.8,69,1.8,32.1,67.9
10X549,DISCOVERY HIGH SCHOOL                           ,2011-2012,80,20.6,17.8,2.1,20.2,75.6,1.3,52.4,47.6
10X660,GRACE DODGE CAREER AND TECHNICAL EDUCATION HIGH ,2011-2012,71,18.8,24.1,1.5,30.1,67.1,0.9,40,60
10X696,HIGH SCHOOL OF AMERICAN STUDIES AT LEHMAN COLLEG,2011-2012,20.8,0,1.3,16.7,10.6,18,53.8,53.8,46.2
11X016,PS 016 WAKEFIELD                                ,2011-2012,84.2,4.7,13,8.5,54.8,28.5,2.6,54.3,45.7
11X019,PS 019 JUDITH K. WEISS                          ,2011-2012,40,8.3,12.3,5,7.6,21.1,65.6,50.3,49.7
11X021,PS 021 PHILLIP H SHERIDAN                       ,2011-2012,79.1,4.9,13.3,2.1,73,23.6,0.6,50.4,49.6
11X041,PS 041 GUN HILL RD                              ,2011-2012,87,14.1,14.1,1,60,38.1,0.8,54.4,45.6
11X068,PS 068 BRONX                                    ,2011-2012,92.7,1.9,15.1,1.9,80.1,15.5,1.3,49.7,50.3
11X076,PS 076 THE BENNINGTON SCHOOL                    ,2011-2012,71.7,12.1,12.4,3.9,51.2,40.9,3.6,50.6,49.4
11X078,PS 078 ANNE HUTCHINSON                          ,2011-2012,78.9,6.4,17.4,1.5,74.9,22.3,0.8,51.3,48.7
11X083,PS 083 DONALD HERTZ                             ,2011-2012,63.3,10.9,12.2,11.8,11.1,49,27.9,48.7,51.3
11X087,PS 087 BRONX                                    ,2011-2012,76.2,1.6,13.2,4.5,73.5,17.7,0.5,52.6,47.4
11X089,PS 089 BRONX                                    ,2011-2012,76.5,18.9,16.8,9.1,26.9,46.5,16.4,51.1,48.9
11X096,PS 096 RICHARD RODGERS                          ,2011-2012,70.5,9.4,14.4,5.3,21.9,61.3,10.9,50,50
11X097,PS 097 BRONX                                    ,2011-2012,69.4,5.4,13.3,12.5,35.5,39.9,11.1,52.3,47.7
11X103,PS 103 HECTOR FONTANEZ                          ,2011-2012,78.3,18.2,12.4,2.7,51,41,2.1,53.4,46.6
11X105,PS 105 SEN ABRAHAM BERNSTEIN                    ,2011-2012,81.2,22.1,17,9.2,12.6,65.3,11.9,50.2,49.8
11X106,PS 106 PARKCHESTER                              ,2011-2012,67.3,13.2,9.2,31.2,27.3,38.4,2.5,51.4,48.6
11X108,PS 108 PHILIP J ABINANTI                        ,2011-2012,48.5,7.5,9.7,12.5,10.1,45.2,31.4,49.1,50.9
11X111,PS 111 SETON FALLS                              ,2011-2012,79.5,10.5,21,1,62,33,1.6,49.2,50.8
11X112,PS 112 BRONXWOOD                                ,2011-2012,92.4,6,14.7,0.2,49.7,49.3,0.6,53,47
11X121,PS 121 THROOP                                   ,2011-2012,63.6,3.8,10.1,5.7,61.1,30.3,2.1,49.9,50.1
11X127,JHS 127 THE CASTLE HILL                         ,2011-2012,78.6,11.3,14.7,22,30.6,44.6,1.7,48.2,51.8
11X142,JHS 142 JOHN PHILIP SOUSA                       ,2011-2012,73,4.9,21,1.9,67,29.4,0.7,51.5,48.5
11X144,JHS 144 MICHELANGELO                            ,2011-2012,68.7,6.5,17.9,3.9,67.1,27,1.7,51.6,48.4
11X153,PS. 153 HELLEN KELLER                           ,2011-2012,46.1,1.7,20.4,8.1,60.1,24.1,6.5,50,50
11X160,PS 160 WALT DISNEY                              ,2011-2012,41.2,7.5,34.2,1,56.5,38,3.2,54.2,45.7
11X169,BAYCHESTER ACADEMY                              ,2011-2012,70.8,1.4,10.1,1.4,77.7,18.1,1.7,51.6,48.4
11X175,PS 175 CITY ISLAND                              ,2011-2012,30,0.3,8.6,3.8,5.9,24.3,65.1,53.8,46.2
11X178,PS 178 DR SELMAN WAXMAN                         ,2011-2012,53.1,2.4,19.7,1,61.8,32.5,2.9,52.4,47.6
11X180,I S 180 DANIEL HALE WILLIAMS                    ,2011-2012,57.6,2.5,15.8,3.3,69.8,24.5,1.9,44.8,55.2
11X181,I S 181 PABLO CASALS                            ,2011-2012,53.7,2.1,18.7,4,66.8,25,3.7,51.5,48.5
11X189,CORNERSTONE ACADEMY FOR SOCIAL ACTION           ,2011-2012,80.2,8.9,18.5,2,49.6,43.8,3.8,55.2,44.8
11X194,P.S./I.S. 194                                   ,2011-2012,83.6,13.8,11.7,28.4,11,55.6,3.9,52.6,47.4
11X249,BRONX HEALTH SCIENCES HIGH SCHOOL               ,2011-2012,73.9,6.1,7.4,4.8,56.8,36.3,0.5,35.3,64.7
11X253,BRONX HIGH SCHOOL FOR WRITING AND COMMUNICATION ,2011-2012,72.4,8.5,14.5,2.4,48.3,47.6,1.7,40.8,59.2
11X265,BRONX LAB SCHOOL                                ,2011-2012,75.5,3.7,15.8,2.7,37.8,57.3,1.7,59.5,40.5
11X270,ACADEMY FOR SCHOLARSHIP AND ENTREPRENEURSHIP: A ,2011-2012,63.7,6.3,18.5,2.5,63.7,32,0.7,52,48
11X272,GLOBE SCHOOL FOR ENVIRONMENTAL RESEARCH         ,2011-2012,77.4,12.1,17,0.9,63.3,33.7,1.4,51.6,48.4
11X275,HIGH SCHOOL OF COMPUTERS AND TECHNOLOGY         ,2011-2012,71.8,10.2,20.2,3.6,34.9,59.5,1.3,87.3,12.7
11X287,THE FORWARD SCHOOL                              ,2011-2012,79,5.9,28,1.3,66.1,29.7,1.7,48.5,51.5
11X288,COLLEGIATE INSTITUTE OF MATH AND SCIENCE        ,2011-2012,67.9,3.3,14,9.2,36.8,46.8,7,57.1,42.9
11X289,THE YOUNG SCHOLARS ACADEMY OF THE BRONX         ,2011-2012,72.8,7.7,18.5,2.6,66.8,28.4,0.6,56,44
11X290,BRONX ACADEMY OF HEALTH CAREERS                 ,2011-2012,70.8,7.7,19,3.3,52.6,41.2,1,32.7,67.3
11X299,ASTOR COLLEGIATE ACADEMY                        ,2011-2012,64.4,7.6,21.7,5.4,35.7,46,11.8,58.6,41.4
11X322,ASPIRE PREPARATORY SCHOOL                       ,2011-2012,68.5,11.1,20,4.6,25.8,61.5,7.8,53.9,46.1
11X326,BRONX GREEN MIDDLE SCHOOL                       ,2011-2012,85.7,16.8,22.4,4.5,22.1,65.3,7.6,50.7,49.3
11X370,SCHOOL OF DIPLOMACY                             ,2011-2012,72.9,8.1,15.9,2.8,64.3,29.6,1.8,51.6,48.4
11X415,CHRISTOPHER COLUMBUS HIGH SCHOOL                ,2011-2012,59.2,18.3,24.1,5.8,34.9,46.5,12.7,55.2,44.8
11X418,BRONX HIGH SCHOOL FOR THE VISUAL ARTS           ,2011-2012,68.7,5.2,20.9,1.9,29.2,62.3,6.4,58,42
11X455,HARRY S TRUMAN HIGH SCHOOL                      ,2011-2012,50.6,9.2,25.1,2,51.8,43.8,1.3,60,40
11X462,CORNERSTONE ACADEMY FOR SOCIAL ACTION MIDDLE SCH,2011-2012,72.1,4.3,18.6,1.6,59.7,36,1.6,50.2,49.8
11X468,PELHAM ACADEMY OF ACADEMICS AND COMMUNITY ENGAGE,2011-2012,81.2,13.9,15.2,8.4,29.7,52.6,8.4,52.9,47.1
11X498,PS/MS 11X498 - VAN NEST ACADEMY                 ,2011-2012,63.2,6.3,14.7,9.5,10.9,65.8,12.9,50.3,49.7
11X508,BRONXDALE HIGH SCHOOL                           ,2011-2012,60,7.4,12.6,4.2,23.2,56.8,12.6,60,40
11X509,HIGH SCHOOL FOR LANGUAGE AND INNOVATION         ,2011-2012,60,84.2,2.6,14.5,11.8,64.5,7.9,50,50
11X513,NEW WORLD HIGH SCHOOL                           ,2011-2012,79.5,80.1,1.5,12.4,13.2,70.4,3.2,50,50
11X514,SPORTS PROFESSIONS HIGH SCHOOL                  ,2011-2012,66.7,7,20.9,1.9,58.2,37.3,1,61.3,38.7
11X529,ONE WORLD MIDDLE SCHOOL AT EDENWALD             ,2011-2012,60,9.3,12.7,2.5,55.1,41.5,0.8,55.1,44.9
11X532,BAYCHESTER MIDDLE SCHOOL                        ,2011-2012,60,3.1,23.7,2.1,69.1,25.8,2.1,53.6,46.4
11X541,GLOBAL ENTERPRISE HIGH SCHOOL                   ,2011-2012,80.3,14.4,17.8,4.1,35.9,54.1,5.6,56.7,43.3
11X542,PELHAM PREPARATORY ACADEMY                      ,2011-2012,61,2.2,14.2,2.4,40.2,49.7,6.9,48.1,51.9
11X544,HIGH SCHOOL FOR CONTEMPORARY ARTS               ,2011-2012,71.9,10.2,21.3,1,37.2,59.9,1,55.3,44.7
11X545,BRONX AEROSPACE ACADEMY                         ,2011-2012,45.6,14.7,25.7,2.2,23.8,72.6,1.2,82.5,17.5
12X006,PS 006 WEST FARMS                               ,2011-2012,93.2,13.7,17.2,0.7,23.1,74.7,0.8,49.5,50.5
12X044,PS 044 DAVID C FARRAGUT                         ,2011-2012,98.4,10.4,14.6,0,33.5,65.5,0.6,48.8,51.2
12X047,PS 047 JOHN RANDOLPH                            ,2011-2012,90.4,25.8,11.9,8.5,21.1,66.3,1.9,49.5,50.5
12X050,PS 050 CLARA BARTON                             ,2011-2012,93.9,14.9,21.5,0.6,34.7,63.1,1,50.6,49.4
12X057,PS 057 CRESCENT                                 ,2011-2012,86.3,12.6,18,0.4,24.6,73.5,1.2,48.3,51.7
12X061,PS 061 FRANCISCO OLLER                          ,2011-2012,79.4,6.9,22.6,0.3,24.7,72.5,0,54.5,45.5
12X066,PS 066 SCH OF HIGHER EXPECTAT                   ,2011-2012,91.6,20.8,14.6,0.3,25.1,72.7,1.4,48.6,51.4
12X067,PS 067 MOHEGAN SCHOOL                           ,2011-2012,89.4,11.1,15.6,0.3,22.5,76.9,0.3,50.1,49.9
12X092,PS 092 BRONX                                    ,2011-2012,83.4,22.9,23.6,1.3,24.4,72.1,1.7,52.1,47.9
12X098,JHS 098 HERMAN RIDDER                           ,2011-2012,79.1,18.5,23,5.2,34.9,57,1.4,50.4,49.6
12X102,PS 102 JOSEPH O LORETAN                         ,2011-2012,87.9,28.1,21.3,7.7,25.9,64.9,1.4,52.8,47.2
12X129,PS 129 TWIN PARKS UPPER                         ,2011-2012,83.3,16.2,20.5,1.6,29.5,67.1,1.6,54.1,45.9
12X134,PS 134 GEORGE F BRISTOW                         ,2011-2012,91.4,13.1,11.5,0.4,47.1,48.7,3.7,49.7,50.3
12X150,PS 150 CHARLES JAMES FOX                        ,2011-2012,96.9,24.4,13.7,0.8,21.4,75.6,1.8,52.7,47.3
12X190,IS 190                                          ,2011-2012,68.7,10.6,18.7,0.4,27.6,71.1,0.4,55.7,44.3
12X195,PS 195                                          ,2011-2012,84,24.3,12.1,3.6,21.3,74.3,0.1,48.4,51.6
12X196,PS 196                                          ,2011-2012,87.2,25.4,13.2,2.4,20.7,74.5,1,49,51
12X198,PS 198                                          ,2011-2012,96.4,1.9,27.8,0,46.3,51.9,0,53.7,46.3
12X211,PS 211                                          ,2011-2012,97.4,31.4,18.4,1,12.4,86.1,0.4,50.7,49.3
12X212,PS 212                                          ,2011-2012,96.5,18.7,12.4,0,39.6,57.6,2.3,49.2,50.8
12X214,PS 214                                          ,2011-2012,86.3,10.4,16.4,0.5,26.6,68.4,2,52.4,47.6
12X217,SCHOOL OF PERFORMING ARTS                       ,2011-2012,85.6,16.7,21.3,4,23.8,69.8,0.3,50,50
12X242,MOTT HALLL V                                    ,2011-2012,80.1,12.2,22,3.8,24.1,70.4,0.8,45.5,54.5
12X245,NEW DAY ACADEMY                                 ,2011-2012,87,11,23,1,45.5,53.4,0,48.2,51.8
12X248,THE METROPOLITAN HIGH SCHOOL                    ,2011-2012,86.6,21.8,20.9,1.8,24.2,72.9,0.9,54,46
12X251,EXPLORATIONS ACADEMY                            ,2011-2012,76.4,19.9,21.3,1.7,31.2,65.5,1.4,50.8,49.2
12X262,BRONX HIGH SCHOOL FOR PERFORMANCE & STAGECRAFT  ,2011-2012,61.9,10,28.1,1.2,39.2,57.7,0.8,24.6,75.4
12X267,BRONX LATIN                                     ,2011-2012,79.3,13.6,21.5,0.2,25.6,73.2,1,49.8,50.2
12X271,EAST BRONX ACADEMY FOR THE FUTURE               ,2011-2012,86.2,11.6,24.1,1.9,29.4,68.3,0.2,53,47
12X273,FREDERICK DOUGLASS ACADEMY V MIDDLE SCHOOL      ,2011-2012,93.8,7.2,22.8,0.8,29.6,68.4,1.2,51.6,48.4
12X278,PEACE AND DIVERSITY ACADEMY                     ,2011-2012,78.8,13.9,17.3,1.7,43.7,53.7,0.9,45,55
12X286,FANNIE LOU HAMER MIDDLE SCHOOL                  ,2011-2012,87.7,11.5,24.6,0,27,72.2,0.8,45.6,54.4
12X300,THE SCHOOL OF SCIENCE AND APPLIED LEARNING      ,2011-2012,84.9,19.4,19.2,0,38.6,60.3,1,52.5,47.5
12X316,KAPPA III                                       ,2011-2012,80.6,8.4,20.4,0.9,29.1,65.9,1.2,49.5,50.5
12X318,IS 318 MATH SCI &TECH THRU ART                  ,2011-2012,97.3,15.8,26.2,0.3,33.5,65.2,1,53.2,46.8
12X341,ACCION ACADEMY                                  ,2011-2012,93.5,19.3,16.7,0.5,32.8,66.1,0,51.6,48.4
12X372,URBAN ASSEMBLY SCHOOL FOR WILDLIFE CONSERVATION ,2011-2012,63.7,10.3,17.3,5,23.9,67.8,3,52.5,47.5
12X383,EMOLIOR ACADEMY                                 ,2011-2012,72.2,16.8,16.8,2,32.8,64.8,0.4,50,50
12X384,ENTRADA ACADEMY                                 ,2011-2012,86.9,36.4,17.9,1.2,12.6,85,0,51,49
12X388,PAN AMERICAN INTERNATIONAL HIGH SCHOOL AT MONROE,2011-2012,100,92.9,0.2,0,0,99.8,0,51.5,48.5
12X446,SATELLITE ACADEMY HS @ BRONX REGIONAL HS        ,2011-2012,62.1,4.8,9.2,0.4,41.2,57,0,33.3,66.7
12X463,URBAN SCHOLARS COMMUNITY SCHOOL                 ,2011-2012,95.2,14,14,0.7,38.4,59.4,1.5,55,45
12X478,THE CINEMA SCHOOL                               ,2011-2012,75.9,4,4,4.5,28.7,65,1.8,40.8,59.2
12X479,BRONX CAREER AND COLLEGE PREPARATORY HIGH SCHOOL,2011-2012,72.2,16.8,27.5,2.5,37.3,59.8,0.4,44.3,55.7
12X480,BRONX REGIONAL HIGH SCHOOL                      ,2011-2012,73,10.1,8,1.5,40.5,57.1,0.6,37.6,62.4
12X511,BRONX ENVISION ACADEMY                          ,2011-2012,60,11.3,18.3,4.2,32.4,60.6,2.8,46.5,53.5
12X521,THE METROPOLITAN SOUNDVIEW HIGH SCHOOL          ,2011-2012,60,16.7,11.5,1,26,69.8,1,52.1,47.9
12X531,ARCHER ELEMENTARY SCHOOL                        ,2011-2012,60,19.6,10.5,5.1,31.3,60.4,1.1,46.9,53.1
12X536,PS 536                                          ,2011-2012,60,24.3,11.7,4.1,23,71.2,0.9,53.2,46.8
12X550,HIGH SCHOOL OF WORLD CULTURES                   ,2011-2012,90.6,86.4,0.5,2.4,10.8,84.6,0.5,52,48
12X682,FANNIE LOU HAMER FREEDOM HIGH SCHOOL            ,2011-2012,81.1,11.5,26.2,0.2,30.6,68.8,0.2,54.1,45.9
12X684,WINGS ACADEMY                                   ,2011-2012,66.4,4.5,22.3,1.3,55,42.2,1.3,53.7,46.3
12X690,MONROE ACADEMY FOR BUSINESS/LAW                 ,2011-2012,80.8,14.9,18.5,2.4,26.9,69.1,0.4,60.6,39.4
12X691,BRONX LITTLE SCHOOL                             ,2011-2012,85,12.2,15.9,12.2,19.3,64.2,2.4,50.7,49.3
12X692,MONROE ACADEMY FOR VISUAL ARTS                  ,2011-2012,87.3,28.8,20.8,0.9,20.4,77.5,1.3,52.6,47.4
13K003,PS 003 THE BEDFORD VILLAGE                      ,2011-2012,76.7,7.6,8.9,9.6,76.6,8.3,2.6,47.4,52.6
13K008,PS 008 ROBERT FULTON                            ,2011-2012,16,3.6,11,6.6,16.1,11,61,51.3,48.7
